possession_pct,shots_on_target,pass_accuracy_pct,defensive_errors,distance_covered_km,xG,home_away,formation,result
43.33,3,64.05,6,90.87,2.745,1,2,0
40.51,11,67.17,4,109.61,0.85,1,2,1
31.89,1,67.16,0,104.46,0.66,1,1,0
30.8,7,64.22,7,97.57,1.482,0,1,0
74.45,2,55.06,0,98.74,3.25,0,2,1
49.25,8,84.17,7,92.7,2.515,1,2,0
47.29,12,93.67,3,107.56,1.524,1,0,1
60.58,3,63.97,1,100.39,1.859,1,0,1
39.82,12,81.52,2,94.63,0.386,1,2,1
72.75,5,84.68,4,102.88,3.448,1,1,1
65.39,9,88.94,1,114.87,2.366,1,2,1
34.02,4,71.91,4,98.06,1.07,0,0,0
48.79,9,67.12,7,112.62,2.092,1,1,0
69.56,12,68.01,0,95.35,0.472,1,1,1
72.51,0,83.5,6,86.64,3.384,1,0,0
51.03,8,87.67,3,91.13,0.694,0,2,1
57.6,0,62.26,3,97.56,2.303,0,2,0
37.52,7,69.84,5,91.59,0.935,0,2,0
74.6,8,91.08,2,85.01,2.54,0,0,1
40.43,8,87.27,3,112.45,2.741,1,1,1
72.42,0,94.39,6,110.32,2.39,0,0,1
59.23,1,85.17,0,107.27,2.189,1,2,1
57.35,11,70.73,2,90.03,3.134,1,0,1
53.07,12,78.63,7,88.61,0.367,1,1,1
40.38,0,81.44,1,87.03,1.225,1,0,0
37.94,9,58.14,7,106.72,0.944,1,2,0
39.92,1,76.78,6,112.86,3.459,1,1,0
38.39,9,83.37,6,97.92,1.424,0,0,0
65.08,11,61.69,3,88.57,2.591,0,0,1
45.76,7,86.23,2,100.37,2.428,0,1,1
32.6,4,78.35,0,95.46,0.821,0,1,0
73.61,11,93.09,7,96.24,0.913,0,2,1
69.77,10,56.7,5,103.64,1.056,1,1,1
71.75,6,65.61,7,106.56,1.498,0,2,0
74.77,1,79.06,4,88.32,0.897,0,0,0
37.83,7,66.86,4,86.07,0.167,0,2,0
47.83,10,83.58,0,114.83,3.09,1,0,1
64.12,5,85.36,0,91.98,3.383,1,1,1
61.32,7,59.1,4,86.61,1.261,1,0,0
36.93,0,75.55,5,90.7,1.251,0,1,0
66.71,14,75.36,2,86.17,0.124,0,0,1
40.1,0,69.77,4,96.75,2.413,0,0,0
40.07,11,92.32,0,109.07,2.906,0,0,1
54.16,6,88.1,3,95.24,0.598,0,0,0
56.68,7,82.89,1,98.33,0.643,1,2,1
56.1,12,83.57,5,105.27,2.786,0,0,1
34.12,2,73.47,6,100.27,2.195,1,2,0
69.49,4,91.84,5,110.84,0.253,0,1,0
41.95,11,82.78,3,110.98,2.217,1,1,1
35.83,0,84.16,3,85.3,1.15,1,2,0
69.99,6,89.47,6,108.34,1.354,1,1,1
73.0,4,65.96,7,98.82,2.717,1,1,0
68.8,7,87.28,0,114.67,2.857,0,0,1
66.43,12,62.81,4,99.5,1.461,0,0,1
59.49,7,68.81,7,114.61,3.32,0,0,1
54.79,8,68.42,2,107.64,1.482,1,2,1
33.91,6,94.14,5,92.46,2.724,0,2,0
48.38,10,89.26,6,101.15,1.745,0,1,1
46.77,0,83.05,5,114.76,3.152,0,0,0
41.69,12,84.08,7,110.73,3.186,0,2,1
62.55,2,77.48,3,87.92,0.397,1,2,0
52.31,7,92.88,4,106.19,3.284,1,0,1
33.65,2,74.85,5,95.37,2.907,0,2,0
39.91,7,70.22,2,85.21,2.79,0,0,1
60.75,0,61.52,3,97.1,0.783,0,1,0
33.43,4,86.45,2,92.04,2.837,1,1,1
68.3,3,84.38,4,109.57,2.99,1,1,1
52.28,4,70.37,5,95.12,1.083,1,0,0
51.63,7,56.01,1,109.83,3.338,0,2,1
56.66,9,88.56,7,85.02,0.27,1,1,0
67.11,14,55.46,5,94.23,0.61,1,1,1
45.65,13,83.15,7,92.23,1.928,1,1,1
60.51,3,93.81,4,92.01,2.058,1,2,1
55.46,10,72.51,5,87.05,2.294,1,2,1
42.02,3,64.4,7,90.61,0.158,0,0,0
69.54,14,83.19,6,101.67,3.365,0,1,1
65.88,2,87.69,7,93.74,0.252,0,2,0
59.63,6,76.86,5,97.52,0.586,0,0,0
68.28,2,93.68,0,96.31,0.148,1,1,1
69.03,11,57.07,5,111.28,2.027,0,2,1
61.88,2,75.19,5,112.16,3.27,0,2,0
67.67,10,83.74,7,99.79,2.364,0,0,1
61.39,9,89.51,2,94.9,2.897,1,1,1
60.61,4,62.17,1,88.2,0.145,0,1,0
57.84,4,87.0,2,113.6,1.943,1,2,1
63.87,13,77.11,7,86.81,1.663,1,1,1
37.14,5,70.86,2,93.93,1.796,1,0,0
69.64,7,60.27,3,93.94,0.346,0,2,1
69.23,9,89.61,0,94.61,2.427,1,2,1
31.32,5,61.29,2,89.93,1.811,0,0,0
67.16,14,67.39,6,108.49,2.702,0,2,1
35.8,11,66.6,4,88.67,1.75,0,1,0
45.08,0,89.86,6,104.05,0.608,1,1,0
63.46,14,81.91,4,88.72,2.304,1,2,1
37.23,7,86.87,5,87.12,0.686,0,0,0
66.81,7,65.02,3,112.28,3.066,1,0,1
67.45,8,79.99,0,90.7,2.185,1,1,1
52.84,8,77.87,6,109.64,0.634,1,0,1
30.29,1,88.31,0,101.34,3.372,0,2,0
42.92,14,91.24,6,87.34,1.862,1,2,1
57.76,1,55.49,5,113.66,0.348,1,1,0
74.15,2,81.96,4,92.41,2.231,0,1,0
58.43,0,57.07,1,110.79,0.961,1,1,0
41.69,3,76.95,3,90.06,2.833,0,0,0
58.53,13,66.51,6,110.62,2.881,1,2,1
54.3,3,67.27,6,85.4,3.428,1,2,0
65.09,13,69.12,5,100.35,1.806,1,2,1
34.81,8,79.85,3,108.08,1.647,1,1,1
64.25,8,68.36,4,113.04,2.662,1,2,1
54.36,8,84.31,4,112.28,0.55,1,0,0
73.33,9,71.18,6,109.59,1.96,0,0,1
45.38,6,57.73,1,111.65,1.957,1,2,1
58.47,13,86.35,1,90.98,0.404,1,1,1
71.94,14,66.43,0,93.53,1.521,1,2,1
34.61,1,72.31,3,93.67,3.001,0,0,0
72.18,9,82.42,3,96.31,3.011,0,0,1
60.95,4,68.3,4,96.8,0.437,0,0,0
33.05,3,57.26,0,101.34,0.408,1,2,0
43.54,11,69.96,5,89.8,0.993,1,0,0
61.87,10,92.78,3,105.74,3.074,0,1,1
33.03,7,80.67,0,90.03,0.538,0,2,1
56.2,1,81.86,0,94.31,2.548,0,2,1
45.56,5,80.29,6,100.1,0.444,1,0,0
57.94,12,62.96,4,108.89,2.219,0,0,1
32.06,4,71.73,0,107.18,1.311,1,1,1
69.22,14,85.04,7,104.37,2.782,1,2,1
73.81,11,59.05,1,89.67,0.895,1,0,1
73.6,1,66.11,7,101.41,2.273,0,1,0
63.73,10,66.05,1,87.62,0.901,1,0,1
35.85,9,72.28,2,96.32,2.526,0,2,1
